event_date,event_datetime_start,event_datetime_end,event_timezone,event_name,event_location_name,event_address,event_city,event_state,event_postal_code,event_country,event_latitude,event_longitude,event_info,event_type,univ_id
2018-09-17,2018-09-17 12:30:00,,,Rosary Academy RACC Mini Fair,Rosary Academy,1340 N Acacia Ave,Fullerton,CA,92831-1202,US,,,,,145637_req
2018-09-17,2018-09-17 12:30:00,,,Central High School Drop Off,Central High Sch,1134 E 3100 North Rd,Clifton,IL,60927-7084,US,,,,,145637_req
2018-09-17,2018-09-17 13:00:00,,,College of Lake County Application Workshop,Coll of Lake County,19351 W Washington St,Grayslake,IL,60030-1148,US,,,,,145637_req
2018-09-17,2018-09-17 13:20:00,,,Saint Anne Drop Off,St Anne Comm HS,650 W Guertin St,Saint Anne,IL,60964-7306,US,,,,,145637_req
2018-09-17,2018-09-17 13:29:00,,,George Westinghouse Coll Prep - High School Visit/Application Workshop,George Westinghouse Coll Prep,3223 W Franklin Blvd,Chicago,IL,60624-1502,US,,,,,145637_req
2018-09-17,2018-09-17 13:30:00,,,Kirkwood High School Visit,Kirkwood High Sch,801 W Essex Ave,Kirkwood,MO,63122-3608,US,,,,,145637_req
2018-09-17,2018-09-17 14:00:00,,,New Albany High School Visit,New Albany High Sch,6425 New Albany-Condit Rd,New Albany,OH,43054,US,,,,,145637_req
2018-09-17,2018-09-17 14:30:00,,,Momence Community High School Visit,Momence Comm High Sch,101 N Franklin St,Momence,IL,60954-1453,US,,,,,145637_req
2018-09-17,2018-09-17 14:40:00,,,St. Ignatius College Prep High School Visit,St Ignatius College Prep,2001 37th Ave,San Francisco,CA,94116-1165,US,,,,,145637_req
2018-09-17,2018-09-17 18:00:00,,,Rockwood/Parkway Regional Fair,Queeny Park Rink,550 Weidman Rd,Ballwin,MO,63011-4426,US,,,,,145637_req
2018-09-17,2018-09-17 18:00:00,,,Lycee Francais De Chicago/Chicago IB Independents - College Fair,Lycee Francais De Chicago,1929 W Wilson Ave,Chicago,IL,60640-5208,US,,,,,145637_req
2018-09-17,2018-09-17 18:00:00,,,Atlanta North Fair,Milton High School,13025 Birmingham Hwy,Milton,GA,30004-7306,US,,,,,145637_req
2018-09-17,2018-09-17 18:00:00,,,Hurst Euless Bedford ISD College Fair,Hurst Conference Center,1601 Campus Dr,Hurst,TX,76054-3216,US,,,,,145637_req
2018-09-18,2018-09-18 07:25:00,,,Lindbergh Sr High School Visit,Lindbergh High Sch,4900 S Lindbergh Blvd,Saint Louis,MO,63126-3235,US,,,,,145637_req
2018-09-18,2018-09-18 08:00:00,,,Shelton School,Shelton Sch,15720 Hillcrest Rd,Dallas,TX,75248-4161,US,,,,,145637_req
2018-09-18,2018-09-18 08:00:00,,,Travuco Hills High School,Trabuco Hills High Sch,27501 Mustang Run,Mission Viejo,CA,92691-1027,US,,,,,145637_req
2018-09-18,2018-09-18 08:45:00,,,Parkway Central High School Visit,Parkway Central High Sch,369 N Woods Mill Rd,Chesterfield,MO,63017-3329,US,,,,,145637_req
2018-09-18,2018-09-18 08:45:00,,,Herscher High School Drop Off,Herscher High Sch,501 N Main St,Herscher,IL,60941,US,,,,,145637_req
2018-09-18,2018-09-18 09:00:00,,,Brown County High School Visit,Brown County High Sch,500 E Main St,Mt Sterling,IL,62353-1377,US,,,,,145637_req
2018-09-18,2018-09-18 09:00:00,,,Forsyth County College Fair,Lanier Technical College,3410 Ronald Reagan Blvd,Cumming,GA,30041-8248,US,,,,,145637_req
2018-09-18,2018-09-18 09:00:00,,,Rend Lake College - Illinois Regional College Fair,Rend Lake Coll,468 N Ken Gray Pkwy,Ina,IL,62846-2408,US,,,,,145637_req
2018-09-18,2018-09-18 09:00:00,,,Olentangy Liberty High Scool Visit,Olentangy Liberty High School,3584 Home Rd,Powell,OH,43065-9757,US,,,,,145637_req
2018-09-18,2018-09-18 09:15:00,,,Neuqua Valley High Sch - High School Visit,Neuqua Valley High Sch,2360 95th St,Naperville,IL,60564-8934,US,,,,,145637_req
2018-09-18,2018-09-18 09:45:00,,,Dublin Coffman High School Visit,Dublin Coffman High Sch,6780 Coffman Rd,Dublin,OH,43017-1027,US,,,,,145637_req
2018-09-18,2018-09-18 10:00:00,,,John Paul II,John Paul II High School,900 Coit Rd,Plano,TX,75075-5811,US,,,,,145637_req
2018-09-18,2018-09-18 10:00:00,,,Urban Prep Acadamy Bronzeville - High School Visit,Urban Prep Acadamy Bronzeville,2710 S Dearborn St,Chicago,IL,60616-2684,US,,,,,145637_req
2018-09-18,2018-09-18 10:00:00,,,College of Lake County Transfer Fair,Coll of Lake County,19351 W Washington St,Grayslake,IL,60030-1148,US,,,,,145637_req
2018-09-18,2018-09-18 10:20:00,,,Parkway West High School Visit,Parkway West High Sch,14653 Clayton Rd,Ballwin,MO,63011-2656,US,,,,,145637_req
2018-09-18,2018-09-18 10:30:00,,,Donovan High School Visit,Donovan High Sch,PO Box 186,Donovan,IL,60931-0186,US,,,,,145637_req
2018-09-18,2018-09-18 10:43:00,,,Dublin Jerome High School Visit,Dublin Jerome High School,8300 Hyland Croy Rd,Dublin,OH,43016-7016,US,,,,,145637_req
2018-09-18,2018-09-18 10:45:00,,,Mahomet-Seymour High School Visit,Mahomet-Seymour High Sch,302 W State St,Mahomet,IL,61853,US,,,,,145637_req
2018-09-18,2018-09-18 10:59:00,,,Metea Valley High School - High School Visit,Metea Valley High School,1801 N Eola Rd,Aurora,IL,60502-7065,US,,,,,145637_req
2018-09-18,2018-09-18 11:10:00,,,Sacred Heart Preparatory (Atherton) High School Visit,Sacred Heart Preparatory,150 Valparaiso Ave,Atherton,CA,94027-4402,US,,,,,145637_req
2018-09-18,2018-09-18 11:30:00,,,Beardstown High School Visit,Beardstown Senior High Sch,500 E 15th St,Beardstown,IL,62618-2052,US,,,,,145637_req
2018-09-18,2018-09-18 11:46:00,,,Plano West High School,Plano West Sr High Sch,5601 W Parker Rd,Plano,TX,75093-7727,US,,,,,145637_req
2018-09-18,2018-09-18 11:54:00,,,Waubonsie Valley High Sch - High School Visit,Waubonsie Valley High Sch,2590 Ogden Ave,Aurora,IL,60504-5900,US,,,,,145637_req
2018-09-18,2018-09-18 12:15:00,,,Aliso Nigel High School Visit,Aliso Niguel High Sch,28000 Wolverine Way,Aliso Viejo,CA,92656-3385,US,,,,,145637_req
2018-09-18,2018-09-18 13:00:00,,,Dublin Scioto High School Visit,Dublin Scioto High Sch,4000 Hard Rd,Dublin,OH,43016-8349,US,,,,,145637_req
2018-09-18,2018-09-18 13:15:00,,,Stanford Online High School Visit,Stanford University Online HS,220 Panama St,Stanford,CA,94305-4101,US,,,,,145637_req
2018-09-18,2018-09-18 13:30:00,,,Watseka Community High School Visit,Watseka Comm High Sch,138 S Belmont Ave,Watseka,IL,60970-1709,US,,,,,145637_req
2018-09-18,2018-09-18 13:40:00,,,East Leyden High Sch - College Fair,East Leyden High Sch,3400 Rose St,Franklin Park,IL,60131-2155,US,,,,,145637_req
2018-09-18,2018-09-18 13:50:00,,,Libertyville High Sch - High School Visit,Libertyville High Sch,708 W Park Ave,Libertyville,IL,60048-2604,US,,,,,145637_req
2018-09-18,2018-09-18 14:00:00,,,Jacksonville High School Visit,Jacksonville High Sch,1211 N Diamond St,Jacksonville,IL,62650-1223,US,,,,,145637_req
2018-09-18,2018-09-18 14:15:00,,,British School of Chicago - College Fair,British School of Chicago,161 W 9th Street,Chicago,IL,60605-2432,US,,,,,145637_req
2018-09-18,2018-09-18 16:00:00,,,College of Lake County Transfer Fair,Coll of Lake County,19351 W Washington St,Grayslake,IL,60030-1148,US,,,,,145637_req
2018-09-18,2018-09-18 18:00:00,,,Vianney Annual College Night,St John Vianney High Sch,1311 S Kirkwood Rd,Kirkwood,MO,63122-7226,US,,,,,145637_req
2018-09-18,2018-09-18 18:00:00,,,Cobb County Fair,Marietta High School,1171 Whitlock Avenue Northwest,Marietta,GA,30064,US,,,,,145637_req
2018-09-18,2018-09-18 18:00:00,,,Irving ISD College Fair,Jack E. Singley Academy,4601 N Macarthur Blvd,Irving,TX,75038-6406,US,,,,,145637_req
2018-09-18,2018-09-18 18:30:00,,,Hamilton County College Fair,Fishers High School,13000 Promise Rd,Fishers,IN,46038-9606,US,,,,,145637_req
2018-09-19,2018-09-19 08:00:00,,,Ladue Horton Watkins High School Visit,Ladue Horton Watkins High Sch,1201 S Warson Rd,Saint Louis,MO,63124-1266,US,,,,,145637_req
2018-09-19,2018-09-19 08:00:00,,,St. Xavier High School Visit,St Xavier High Sch,600 W North Bend Rd,Cincinnati,OH,45224-1424,US,,,,,145637_req
2018-09-19,2018-09-19 08:00:00,,,Milford Township High School Visit,Milford Township High Sch,200 S Chicago St,Milford,IL,60953-1234,US,,,,,145637_req
2018-09-19,2018-09-19 08:55:00,,,Comm HS Dist 99 South Hs - High School Visit,Comm HS Dist 99 South Hs,1436 Norfolk St,Downers Grove,IL,60516-2632,US,,,,,145637_req
2018-09-19,2018-09-19 09:00:00,,,Bishop Dunne High School,Bishop Dunne High Sch,3900 Rugged Dr,Dallas,TX,75224-4157,US,,,,,145637_req
2018-09-19,2018-09-19 09:00:00,,,Atlanta Counselor Workshop,Infinite Energy Center,6400 Sugarloaf Pkwy,Duluth,GA,30097-7419,US,,,,,145637_req
2018-09-19,2018-09-19 09:30:00,,,Paxton Buckley Loda High School Visit,Paxton Buckley Loda Hs,700 Panther Way,Paxton,IL,60957-1469,US,,,,,145637_req
2018-09-19,2018-09-19 09:30:00,,,Parkway North High School Visit,Parkway North High Sch,12860 Fee Fee Rd,Saint Louis,MO,63146-4431,US,,,,,145637_req
2018-09-19,2018-09-19 09:46:00,,,Richwoods High School Visit,Richwoods High Sch,6301 N University St,Peoria,IL,61614-3453,US,,,,,145637_req
2018-09-19,2018-09-19 09:50:00,,,Dana Hills High School Visit,Dana Hills High Sch,33333 Golden Lantern St,Dana Point,CA,92629-1840,US,,,,,145637_req
2018-09-19,2018-09-19 10:00:00,,,Joliet Junior College State University Transfer Day,Joliet Junior Coll,1215 Houbolt Rd,Joliet,IL,60431-8938,US,,,,,145637_req
2018-09-19,2018-09-19 10:40:00,,,Fremont High School Visit,Fremont High Sch,1279 Sunnyvale Saratoga Rd,Sunnyvale,CA,94087-2535,US,,,,,145637_req
2018-09-19,2018-09-19 10:45:00,,,Gibson City/Melvin-Sibley High School Visit,Gibson City/Melvin-Sibley Hs,815 N Church St,Gibson City,IL,60936-1074,US,,,,,145637_req
2018-09-19,2018-09-19 10:55:00,,,Addison Trail High School - College Fair,Addison Trail High School,213 N Lombard Rd,Addison,IL,60101-1906,US,,,,,145637_req
2018-09-19,2018-09-19 11:00:00,,,Turpin High School Visit,Turpin High Sch,2650 Bartels Rd,Cincinnati,OH,45244-4009,US,,,,,145637_req
2018-09-19,2018-09-19 11:30:00,,,Noble-Rauner College Prep - High School Visit,Noble-Rauner College Prep,1337 W Ohio St,Chicago,IL,60642-6430,US,,,,,145637_req
2018-09-19,2018-09-19 11:30:00,,,Newport Harbor High School Visit,Newport Harbor High Sch,600 Irvine Ave,Newport Beach,CA,92663-5412,US,,,,,145637_req
2018-09-19,2018-09-19 12:30:00,,,Valley Christian Schools Mini Fair,Valley Christian High School,100 Skyway Dr Apt 100,San Jose,CA,95111-3639,US,,,,,145637_req
2018-09-19,2018-09-19 13:00:00,,,Carroll Senior High School,Carroll High Sch,1501 W Southlake Blvd,Southlake,TX,76092-5948,US,,,,,145637_req
2018-09-19,2018-09-19 13:00:00,,,Peoria Christian High School Visit,Peoria Christian Sch,3506 N California Ave,Peoria,IL,61603-1106,US,,,,,145637_req
2018-09-19,2018-09-19 13:20:00,,,Foothills High School,Foothill High School,19251 Dodge Ave,Santa Ana,CA,92705-2236,US,,,,,145637_req
2018-09-19,2018-09-19 13:23:00,,,Harry D Jacobs High School - High School Visit,Harry D Jacobs High School,2601 Bunker Hill Dr,Algonquin,IL,60102-9780,US,,,,,145637_req
2018-09-19,2018-09-19 13:35:00,,,Cincinnati Country Day High School Visit,Cincinnati Country Day Sch,6905 Given Rd,Cincinnati,OH,45243-2839,US,,,,,145637_req
2018-09-19,2018-09-19 15:45:00,,,Noble-ITW David Speer Acad - High School Visit,Noble-ITW David Speer Acad,5321 W Grand Ave,Chicago,IL,60639-3009,US,,,,,145637_req
2018-09-19,2018-09-19 16:00:00,,,Pasadena USD College Fair,Pasadena High Sch,2925 E Sierra Madre Blvd,Pasadena,CA,91107-1846,US,,,,,145637_req
2018-09-19,2018-09-19 16:00:00,,,BASIS Independent Silicon Valley High School Visit,Basis Independent Silicon Vly,1290 Parkmoor Ave,San Jose,CA,95126-3449,US,,,,,145637_req
2018-09-19,2018-09-19 18:00:00,,,Gwinnett North College Fair,Infinite Energy Center,6400 Sugarloaf Pkwy,Duluth,GA,30097-7419,US,,,,,145637_req
2018-09-19,2018-09-19 18:00:00,,,Parkland College - Illinois Regional College Fair,Parkland Coll,2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2018-09-19,2018-09-19 18:00:00,,,Collaborative College Fair at St. Louis Community College – Meramec,St. Louis Community College Meramec Student Center,11333 Big Bend Rd,Kirkwood,MO,63122-5720,US,,,,,145637_req
2018-09-19,2018-09-19 18:00:00,,,Mountain View-Los Altos District College Fair,Mountain View High Sch,3535 Truman Ave,Mountain View,CA,94040-4559,US,,,,,145637_req
2018-09-19,2018-09-19 18:30:00,,,IRCF - Plainfield District 202 @ Plainfield North High Sch,Plainfield North High Sch,12005 S 248th Ave,Plainfield,IL,60585-7800,US,,,,,145637_req
2018-09-20,2018-09-20 08:00:00,,,Parish Episcopal School,Parish Episcopal School,4101 Sigma Rd,Dallas,TX,75244-4439,US,,,,,145637_req
2018-09-20,2018-09-20 08:00:00,,,Palos Verdes High School Visit,Palos Verdes Peninsula H S,27118 Silver Spur Rd,Rllng Hls Est,CA,90274-2300,US,,,,,145637_req
2018-09-20,2018-09-20 08:00:00,,,Moeller High School Visit,Moeller High Sch,9001 Montgomery Rd,Cincinnati,OH,45242-7711,US,,,,,145637_req
2018-09-20,2018-09-20 08:30:00,,,Carver Military Acad - College Fair,Carver Military Acad,13100 S Doty Ave,Chicago,IL,60827-1597,US,,,,,145637_req
2018-09-20,2018-09-20 08:30:00,,,Mt Zion High School Visit,Mount Zion High Sch,305 S Henderson St,Mt Zion,IL,62549-1323,US,,,,,145637_req
2018-09-20,2018-09-20 08:40:00,,,Zion Benton Township Hs - High School Visit,Zion Benton Township Hs,3901 21st St,Zion,IL,60099-1476,US,,,,,145637_req
2018-09-20,2018-09-20 08:50:00,,,Mary Institute and St. Louis Country Day School Visit,Mary Inst St Louis Cntry Day,425 N Warson Rd,Saint Louis,MO,63124-1332,US,,,,,145637_req
2018-09-20,2018-09-20 09:00:00,,,Greenhill School,Greenhill School,4141 Spring Valley Rd,Addison,TX,75001-3615,US,,,,,145637_req
2018-09-20,2018-09-20 09:00:00,,,Danville Area Community College - Illinois Regional College Fair,Danville Area Cmty Coll,2000 E Main St,Danville,IL,61832-5118,US,,,,,145637_req
2018-09-20,2018-09-20 09:15:00,,,Palos Verdes High School Visit,Palos Verdes High School,600 Cloyden Rd,Pls Vrds Est,CA,90274-1869,US,,,,,145637_req
2018-09-20,2018-09-20 09:30:00,,,Whitefield Academy High School Visit,Whitefield Acad,4449 Northside Dr NW,Atlanta,GA,30327-3623,US,,,,,145637_req
2018-09-20,2018-09-20 09:30:00,,,Walther Christian Academy - High School Visit,Walther Christian Academy,900 Chicago Ave,Melrose Park,IL,60160-4120,US,,,,,145637_req
2018-09-20,2018-09-20 09:30:00,,,College of DuPage Information Session,Coll of Dupage,425 Fawell Blvd,Glen Ellyn,IL,60137-6708,US,,,,,145637_req
2018-09-20,2018-09-20 10:00:00,,,Dunlap High School Visit,Dunlap High School,5220 W Legion Hall Rd,Dunlap,IL,61525-9589,US,,,,,145637_req
2018-09-20,2018-09-20 10:00:00,,,Ursuline Academy High School Visit,Ursuline Acad,5535 Pfeiffer Rd,Blue Ash,OH,45242-4813,US,,,,,145637_req
2018-09-20,2018-09-20 10:00:00,,,Chicago State Univ -Infinite Scholars - College Fair,Chicago State Univ,9501 S Dr Martin L King Jr Dr,Chicago,IL,60628-1598,US,,,,,145637_req
2018-09-20,2018-09-20 10:20:00,,,Hockaday School,Hockaday Sch The,11600 Welch Rd,Dallas,TX,75229-2913,US,,,,,145637_req
2018-09-20,2018-09-20 10:41:00,,,Douglas MacArthur High School Visit,Douglas MacArthur High Sch,1499 W Grand Ave,Decatur,IL,62522-1410,US,,,,,145637_req
2018-09-20,2018-09-20 11:00:00,,,St. Francis High School - Why OSS,St Francis High Sch,1885 Miramonte Ave,Mountain View,CA,94040-4029,US,,,,,145637_req
2018-09-20,2018-09-20 11:00:00,,,Trinity High Sch - High School Visit,Trinity High Sch,7574 Division St,River Forest,IL,60305-1153,US,,,,,145637_req
2018-09-20,2018-09-20 11:00:00,,,El Segundo High School Visit,El Segundo High Sch,640 Main St,El Segundo,CA,90245-3057,US,,,,,145637_req
2018-09-20,2018-09-20 11:01:00,,,New Tech High Zion-Benton East - High School Visit,New Tech High Zion-Benton East,1634 23rd St,Zion,IL,60099-2345,US,,,,,145637_req
2018-09-20,2018-09-20 11:05:00,,,Sangamon Valley High School Visit,Sangamon Valley High School,398 N Illinois St,Niantic,IL,62551,US,,,,,145637_req
2018-09-20,2018-09-20 11:30:00,,,Episcopal School of Dallas,Episcopal Sch of Dallas,4100 Merrell Rd,Dallas,TX,75229-6217,US,,,,,145637_req
2018-09-20,2018-09-20 11:36:00,,,Sycamore High School Visit,Sycamore High Sch,7400 Cornell Rd,Cincinnati,OH,45242-3012,US,,,,,145637_req
2018-09-20,2018-09-20 12:14:00,,,Cincinnati Hills Christian Academy Visit,Cincinnati Hills Chrstn Acad,11525 Snider Rd,Cincinnati,OH,45249-1218,US,,,,,145637_req
2018-09-20,2018-09-20 12:30:00,,,Percy L Julian High Sch - College Fair,Percy L Julian High Sch,10330 S Elizabeth St,Chicago,IL,60643-2394,US,,,,,145637_req
2018-09-20,2018-09-20 12:50:00,,,Blue Ridge High School Visit,Blue Ridge High Sch,411 N John St,Farmer City,IL,61842-1159,US,,,,,145637_req
2018-09-20,2018-09-20 13:00:00,,,Lafayette Sr. High School Visit,Lafayette High Sch,17050 Clayton Rd,Wildwood,MO,63011-1792,US,,,,,145637_req
2018-09-20,2018-09-20 13:00:00,,,Steinmetz High Sch - High School Visit,Steinmetz High Sch,3030 N Mobile Ave,Chicago,IL,60634-4041,US,,,,,145637_req
2018-09-20,2018-09-20 13:10:00,,,Santa Monica High School Visit,Santa Monica High School,601 Pico Blvd,Santa Monica,CA,90405-1224,US,,,,,145637_req
2018-09-20,2018-09-20 14:00:00,,,Lakes Community High School - High School Visit,Lakes Community High School,1600 Eagle Way,Lake Villa,IL,60046-7477,US,,,,,145637_req
2018-09-20,2018-09-20 14:14:00,,,New Roads School Visit,New Roads School,3131 Olympic Blvd,Santa Monica,CA,90404-5002,US,,,,,145637_req
2018-09-20,2018-09-20 14:30:00,,,Marquette High School Visit,Marquette High Sch,2351 Clarkson Rd,Chesterfield,MO,63017-7122,US,,,,,145637_req
2018-09-20,2018-09-20 16:30:00,,,Ogden Intl Sch of Chicago - College Fair,Ogden Intl Sch of Chicago,1250 W Erie St,Chicago,IL,60642-5714,US,,,,,145637_req
2018-09-20,2018-09-20 17:00:00,,,Hart USD College Fair,Golden Valley High School,27051 Robert C Lee Pkwy,Santa Clarita,CA,91350-0500,US,,,,,145637_req
2018-09-20,2018-09-20 17:00:00,,,Galesburg High School College Fair,Galesburg High Sch,1135 W Fremont St,Galesburg,IL,61401-2432,US,,,,,145637_req
2018-09-20,2018-09-20 18:00:00,,,McKinney ISD College Fair,McKinney High Sch North,2500 Wilmeth Rd,Mckinney,TX,75071-2607,US,,,,,145637_req
2018-09-20,2018-09-20 18:00:00,,,Fremont Union High School District College Fair,Homestead High Sch,21370 Homestead Rd,Cupertino,CA,95014-0203,US,,,,,145637_req
2018-09-21,2018-09-21 08:25:00,,,Antioch Community High School - High School Visit,Antioch Community High School,1133 Main St,Antioch,IL,60002-1807,US,,,,,145637_req
2018-09-21,2018-09-21 08:45:00,,,High Tech High School International Visit,High Tech High International,2855 Farragut Rd,San Diego,CA,92106-6029,US,,,,,145637_req
2018-09-21,2018-09-21 09:00:00,,,Thornton Fractional South Hs - High School Visit,Thornton Fractional South Hs,18500 Burnham Ave,Lansing,IL,60438-3046,US,,,,,145637_req
2018-09-21,2018-09-21 09:02:00,,,Lincoln-Way East High Sch - High School Visit,Lincoln-Way East High Sch,201 Colorado Ave,Frankfort,IL,60423-1333,US,,,,,145637_req
2018-09-21,2018-09-21 09:45:00,,,Bradley-Bourbonnais Community High School Visit,Bradley Bourbonnais Cmty Hs,700 W North St,Bradley,IL,60915-1013,US,,,,,145637_req
2018-09-21,2018-09-21 10:00:00,,,Josephinum High Sch & St. Benedict HS - College Fair,Josephinum High Sch,1501 N Oakley Blvd,Chicago,IL,60622-1850,US,,,,,145637_req
2018-09-21,2018-09-21 10:00:00,,,Dekalb County College Fair,Georgia State University- Perimeter College,3251 Panthersville Rd,Decatur,GA,30034-3832,US,,,,,145637_req
2018-09-21,2018-09-21 10:05:00,,,Warren Township High Sch - High School Visit,Warren Township High Sch,34090 N Almond Rd,Gurnee,IL,60031-5310,US,,,,,145637_req
2018-09-21,2018-09-21 10:18:00,,,Lincoln-Way Central HS - High School Visit,Lincoln-Way Central HS,1801 E Lincoln Hwy,New Lenox,IL,60451-3801,US,,,,,145637_req
2018-09-21,2018-09-21 10:25:00,,,St. Joseph Notre Dame High School Visit,St Joseph Notre Dame HS,,Alameda,CA,94501,US,,,,,145637_req
2018-09-21,2018-09-21 10:30:00,,,Canyon Crest Academy Visit,Canyon Crest Academy,5951 E Village Center Loop Rd,San Diego,CA,92130-2499,US,,,,,145637_req
2018-09-21,2018-09-21 11:30:00,,,Santa Fe Christian School,Santa Fe Christian Sch,838 Academy Dr,Solana Beach,CA,92075-2034,US,,,,,145637_req
2018-09-21,2018-09-21 11:30:00,,,J.J. Peace High School,J J Pearce High Sch,1600 N Coit Rd,Richardson,TX,75080-2805,US,,,,,145637_req
2018-09-21,2018-09-21 11:55:00,,,Lincoln-Way West High School - High School Visit,Lincoln-Way West High School,21701 Gougar Rd,New Lenox,IL,60451-1576,US,,,,,145637_req
2018-09-21,2018-09-21 12:00:00,,,St Mary's College High School Visit,St Marys College High Sch,Peralta Park,Berkeley,CA,94706,US,,,,,145637_req
2018-09-21,2018-09-21 12:39:00,,,Waukegan High Sch - High School Visit (Washington Campus),Waukegan High Sch,2325 Brookside Ave,Waukegan,IL,60085-3378,US,,,,,145637_req
2018-09-21,2018-09-21 12:55:00,,,Wolcott School - High School Visit,Wolcott School,524 N Wolcott Ave,Chicago,IL,60622-6256,US,,,,,145637_req
2018-09-21,2018-09-21 13:00:00,,,Providence Catholic High School - High School Visit,Providence Catholic Hs,1800 W Lincoln Hwy,New Lenox,IL,60451-1693,US,,,,,145637_req
2018-09-21,2018-09-21 13:15:00,,,Urban Prep Chtr Acad Young Men - High School Visit,Urban Prep Chtr Acad Young Men,6201 S Stewart Ave,Chicago,IL,60621-3247,US,,,,,145637_req
2018-09-21,2018-09-21 13:30:00,,,La Costa Canyon High School,La Costa Canyon High School,1 Maverick Way,Carlsbad,CA,92009,,,,,,145637_req
2018-09-23,2018-09-23 12:00:00,,,Northfield Mount Hermon Fair,Northfield Mount Hermon Sch,1 Lamplighter Way,Mount Hermon,MA,01354-9637,US,,,,,145637_req
2018-09-23,2018-09-23 13:00:00,,,Bay Area Independent School Fair,The Coliseum,535 4th Ave N,St Petersburg,FL,33701-2807,US,,,,,145637_req
2018-09-24,2018-09-24 08:00:00,,,Lyons Township HS N Campus - High School Visit,Lyons Township HS N Campus,100 S Brainard Ave,La Grange,IL,60525-2101,US,,,,,145637_req
2018-09-24,2018-09-24 08:00:00,,,Mayfield Senior School,Mayfield Senior Sch,500 Bellefontaine St,Pasadena,CA,91105-2439,US,,,,,145637_req
2018-09-24,2018-09-24 08:20:00,,,Windermere High School Visit,Windermere High School,5523 Winter Garden Vineland Rd,Windermere,FL,34786-6097,US,,,,,145637_req
2018-09-24,2018-09-24 08:41:00,,,Naperville North High Sch - High School Visit,Naperville North High Sch,899 N Mill St,Naperville,IL,60563-2909,US,,,,,145637_req
2018-09-24,2018-09-24 09:00:00,,,R O W V A High School Visit,R O W V A High Sch,335 N Joy St,Oneida,IL,61467,US,,,,,145637_req
2018-09-24,2018-09-24 09:00:00,,,Belmont High School Visit,Belmont High Sch,221 Concord Ave,Belmont,MA,02478-3026,US,,,,,145637_req
2018-09-24,2018-09-24 09:30:00,,,Highland Park High School,Highland Park High Sch,4220 Emerson Ave,Dallas,TX,75205-1070,US,,,,,145637_req
2018-09-24,2018-09-24 09:30:00,,,Carl Sandburg College State University Transfer Day,Carl Sandburg Coll,2400 Tom L Wilson Blvd,Galesburg,IL,61401-9574,US,,,,,145637_req
2018-09-24,2018-09-24 09:30:00,,,Hoffman Estates High Sch - High School Visit,Hoffman Estates High Sch,1100 W Higgins Rd,Hoffman Est,IL,60169-4050,US,,,,,145637_req
2018-09-24,2018-09-24 09:50:00,,,Proviso Math and Science Acad - High School Visit,Proviso Math and Science Acad,8601 Roosevelt Rd,Forest Park,IL,60130-2532,US,,,,,145637_req
2018-09-24,2018-09-24 10:30:00,,,Evergreen Valley High School Visit,Evergreen Valley High School,3300 Quimby Rd,San Jose,CA,95148-3122,US,,,,,145637_req
2018-09-24,2018-09-24 10:36:00,,,Naperville Central High Sch - High School Visit,Naperville Central High Sch,440 Aurora Ave,Naperville,IL,60540-6266,US,,,,,145637_req
2018-09-24,2018-09-24 10:41:00,,,Jesuit College Preparatory School,Jesuit College Preparatory Sch,12345 Inwood Rd,Dallas,TX,75244-8024,US,,,,,145637_req
2018-09-24,2018-09-24 10:45:00,,,Orange Lutheran High School Mini-Fair,Lutheran High Sch Orange Co,2222 N Santiago Blvd,Orange,CA,92867-2552,US,,,,,145637_req
2018-09-24,2018-09-24 11:00:00,,,Dana Hall High School Visit,Dana Hall Sch,45 Dana Rd,Wellesley,MA,02482-7043,US,,,,,145637_req
2018-09-24,2018-09-24 11:00:00,,,St Ignatius College Prep - High School Visit,St Ignatius College Prep,1076 W Roosevelt Rd,Chicago,IL,60608-1531,US,,,,,145637_req
2018-09-24,2018-09-24 11:00:00,,,Windermere Preparatory High School Visit,Windermere Preparatory School,6189 Winter Garden Vineland Rd,Windermere,FL,34786-6501,US,,,,,145637_req
2018-09-24,2018-09-24 11:15:00,,,Georgetown-Ridge Farm High School Visit,Georgetown-Ridge Farm High Sch,500 W Mulberry St,Georgetown,IL,61846-1897,US,,,,,145637_req
2018-09-24,2018-09-24 11:30:00,,,Noble-DRW College Prep - High School Visit,Noble-DRW College Prep,931 S Homan Ave,Chicago,IL,60624-4108,US,,,,,145637_req
2018-09-24,2018-09-24 11:45:00,,,Knoxville High School Visit,Knoxville High Sch,600 E Main St,Knoxville,IL,61448-1318,US,,,,,145637_req
2018-09-24,2018-09-24 11:45:00,,,Proviso East High Sch - High School Visit,Proviso East High Sch,807 S 1st Ave,Maywood,IL,60153-2307,US,,,,,145637_req
2018-09-24,2018-09-24 11:46:00,,,Prospect High Sch - High School Visit/App Workshop,Prospect High Sch,801 W Kensington Rd,Mt Prospect,IL,60056-1112,US,,,,,145637_req
2018-09-24,2018-09-24 12:23:00,,,Glenbard West High Sch - High School Visit,Glenbard West High Sch,670 Crescent Blvd,Glen Ellyn,IL,60137-4286,US,,,,,145637_req
2018-09-24,2018-09-24 13:30:00,,,William R Boone High School Visit,William R Boone High Sch,2000 S Mills Ave,Orlando,FL,32806-4100,US,,,,,145637_req
